GO_ID	GO_name	Selaginella_moellendorffii	Adiantum_capillusveneris	Ceratopteris_richardii	Cycas_panzhihuaensis	Torreya_grandis	Taxus_wallichiana	Amborella_trichopoda	Annona_cherimola	Dioscorea_zingiberensis	Elaeis_guineensis	Oryza_sativa	Setaria_italica	Sorghum_bicolor	Zea_mays	Nelumbo_nucifera	Vitis_vinifera	Arabidopsis_thaliana	Theobroma_cacao	Populus_trichocarpa	Glycine_max	Prunus_mume	Malus_domestica	Rhododendron_simsii	Helianthus_annuus	Daucus_carota	Coffea_arabica	Solanum_lycopersicum	Beta_vulgaris
GO:0071731	response to nitric oxide	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0016413	O-acetyltransferase activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0005539	glycosaminoglycan binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0045488	pectin metabolic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006595	polyamine metabolic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0046794	transport of virus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0010287	plastoglobule	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009945	radial axis specification	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:1902170	cellular response to reactive nitrogen species	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0007639	homeostasis of number of meristem cells	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0048872	homeostasis of number of cells	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0048873	homeostasis of number of cells within a tissue	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0001894	tissue homeostasis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0090430	caffeoyl-CoA: alcohol caffeoyl transferase activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0015026	coreceptor activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0060249	anatomical structure homeostasis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0050589	leucocyanidin oxygenase activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0005777	peroxisome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0042579	microbody	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0010393	galacturonan metabolic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:1901045	negative regulation of oviposition	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0018991	oviposition	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0019098	reproductive behavior	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0048521	negative regulation of behavior	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0007610	behavior	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0046662	regulation of oviposition	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0050795	regulation of behavior	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0040009	regulation of growth rate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0046622	positive regulation of organ growth	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009720	detection of hormone stimulus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009726	detection of endogenous stimulus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0097007	4,8,12-trimethyltrideca-1,3,7,11-tetraene synthase activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0097008	(3E)-4,8-dimethyl-1,3,7-nonatriene synthase activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009727	detection of ethylene stimulus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:1901038	cyanidin 3-O-glucoside metabolic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:1901804	beta-glucoside metabolic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0102580	cyanidin 3-O-glucoside 2-O''-xylosyltransferase activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0035252	UDP-xylosyltransferase activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0019867	outer membrane	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0031968	organelle outer membrane	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0016651	oxidoreductase activity, acting on NAD(P)H	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:2001147	camalexin binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:2001227	quercitrin binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0097243	flavonoid binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0032497	detection of lipopolysaccharide	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0033355	ascorbate glutathione cycle	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0038187	pattern recognition receptor activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0045174	glutathione dehydrogenase (ascorbate) activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0016672	oxidoreductase activity, acting on a sulfur group of donors, quinone or similar compound as acceptor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0031969	chloroplast membrane	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0008131	primary amine oxidase activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0022607	cellular component assembly	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0042285	xylosyltransferase activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0033692	cellular polysaccharide biosynthetic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0051365	cellular response to potassium ion starvation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0140547	acquisition of seed longevity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0010069	zygote asymmetric cytokinesis in embryo sac	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0010070	zygote asymmetric cell division	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0010338	leaf formation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0003700	DNA-binding transcription factor activity	278.6754955	242.9632905	289.1519638	300	300	300	199.0188016	300	300	300	300	300	300	300	300	300	300	282.384803	300	300	282.2566896	300	300	300	300	300	300	226.2745169
GO:0140110	transcription regulator activity	261.6990542	227.2829566	272.3568851	292.5326067	300	300	185.8820817	300	292.957759	300	300	300	300	300	300	300	300	268.0245959	300	300	267.6640802	300	294.0460918	300	300	300	300	213.2112426
GO:0043565	sequence-specific DNA binding	190.8690547	182.3581202	218.1906854	226.5500883	300	300	137.3107317	289.8343779	241.9127649	282.8994852	246.9399114	273.0829234	249.0052745	300	232.6577326	236.2919985	259.6789063	200.1429481	318.022017	300	204.6320812	300	228.4734323	300	261.3425744	300	230.9685832	163.4784654
GO:0001067	transcription regulatory region nucleic acid binding	186.43022	159.4160186	185.2042395	211.4254812	300	300	128.786872	276.1772615	223.012589	262.7964724	231.9550325	260.5585316	242.5249195	300	218.4799659	220.7768589	235.0159449	183.9697893	294.103705	300	189.1401566	300	204.2514994	300	246.4064913	300	217.5813817	156.3978323
GO:0000976	transcription cis-regulatory region binding	186.43022	159.4160186	185.2042395	211.4254812	300	300	128.786872	276.1772615	223.012589	262.7964724	231.9550325	260.5585316	242.5249195	300	218.4799659	220.7768589	235.0159449	183.9697893	294.103705	300	189.1401566	300	204.2514994	300	246.4064913	300	217.5813817	156.3978323
GO:1990837	sequence-specific double-stranded DNA binding	182.4369198	161.695399	191.2646397	210.9258298	300	300	126.7650269	274.5273189	222.2885481	263.8627909	233.3345739	260.0145627	242.767961	300	216.7481207	218.5511814	233.7368008	182.1083388	291.2294037	300	188.5785837	300	202.0956473	300	246.3384839	300	217.7191944	154.1275655
GO:0006355	regulation of transcription, DNA-templated	186.904189	156.0641049	193.8988679	185.4601211	300	287.9477445	124.8638738	247.6034847	197.4838821	242.4257207	223.7355694	256.9488934	222.53625	290.5214855	200.734064	208.6391569	248.9487548	177.9823224	288.3119623	300	178.8340698	300	192.6995993	300	243.1321578	290.6840072	214.9950124	150.5369073
GO:1903506	regulation of nucleic acid-templated transcription	186.730742	155.973047	193.7997735	185.3687181	300	287.8498076	124.7868459	247.5256617	197.3952928	242.3347369	223.6436915	256.8489741	222.4434242	290.4321594	200.6441118	208.5491807	248.8587121	177.8073296	288.130695	300	178.7487237	300	192.6200217	300	243.0409448	290.521314	214.9043633	150.4503979
GO:2001141	regulation of RNA biosynthetic process	186.5575399	155.7911547	193.5029186	184.8215824	300	287.3608517	124.5561625	247.3701177	197.0414573	242.0620463	223.4600857	256.6492906	222.2579232	290.2536129	200.3745778	208.3693901	248.6787641	177.7199196	287.8590727	300	178.5781969	300	192.5404884	300	242.6765463	290.1962954	214.7232141	150.3639579
GO:0003690	double-stranded DNA binding	167.0469487	149.8021634	176.8548579	193.1363443	300	298.5698301	114.2225226	254.5283245	205.8184219	247.419784	219.2907151	243.1142848	228.7252331	285.969002	202.7737532	203.3289295	220.6777001	172.2546879	272.4763166	300	175.4722492	300	188.0610914	300	226.0186813	293.971815	204.8056142	143.2765566
GO:0006351	transcription, DNA-templated	174.4478307	146.3049494	180.4649961	172.6482002	296.9030453	270.8754998	116.9160226	238.4516063	188.183857	234.2564408	214.387618	245.4918698	214.1136023	276.5734564	192.261955	199.3201366	238.4753207	169.5731511	277.5552561	300	170.6219358	300	184.6427813	300	230.9824407	278.2329901	207.7955734	142.5927228
GO:0097659	nucleic acid-templated transcription	174.2923638	146.2221507	180.375514	172.565138	296.6081624	270.7859684	116.8464607	238.378902	188.102017	234.170833	214.302187	245.3992932	214.0267776	276.4905156	192.1782843	199.2368877	238.3917619	169.4115399	277.385228	300	170.5428818	300	184.5688571	300	230.8980706	278.0818501	207.710374	142.5140739
GO:0051252	regulation of RNA metabolic process	174.1476887	145.4776413	176.323699	173.5341313	300	271.323787	117.7110032	233.5546757	187.6513521	228.8900113	212.2099277	244.7179024	210.8632689	273.833306	191.1848508	198.0366803	238.6304273	168.9887585	274.016174	300	170.1565511	300	182.602387	300	232.2558213	277.8376572	205.3139918	142.7941155
GO:0003677	DNA binding	157.5467426	143.2652856	163.9026826	174.8037604	288.5313653	269.3363133	108.7797135	238.9911005	191.8393316	235.9490361	207.8857211	230.9546931	209.9468167	264.2664284	196.2872095	200.1806245	222.5131416	170.2297543	271.0972124	300	170.3193058	300	177.60552	300	216.2809199	277.2568656	196.4516132	126.2126113
GO:0010556	regulation of macromolecule biosynthetic process	167.6182456	144.5451265	175.7946074	170.7323726	294.6491365	264.9679649	114.142626	227.625666	183.5707147	223.2916039	206.5607417	238.362721	206.3277655	264.4965143	185.2520087	192.8763403	232.913962	166.0635471	266.1711628	300	168.2054184	300	181.341605	300	227.492983	269.6882935	200.1623323	137.2051255
GO:0019219	regulation of nucleobase-containing compound metabolic process	168.7053863	138.8478634	168.4889353	164.031404	283.694426	261.023157	112.2705749	223.0809153	178.3177468	221.5984247	205.6083427	236.9957073	203.7509109	265.0244573	183.4779021	189.2002917	231.1817474	161.696966	263.3479964	300	162.1451811	300	173.7959645	300	220.2160027	267.2106457	197.3276423	135.2532129
GO:0031326	regulation of cellular biosynthetic process	165.6816397	138.1297756	166.9269174	159.8372261	267.8065916	247.0967905	105.5548487	210.3754299	172.9108854	212.0627287	193.3834373	225.5695685	195.2223001	248.7966458	174.9809162	178.7341146	226.1001316	156.2768439	251.0968377	300	157.1815456	300	164.9973956	300	212.7372182	258.7053854	187.3778327	129.3337385
GO:0009889	regulation of biosynthetic process	160.6476058	138.5301493	166.4346416	163.4229649	264.5951888	242.8895989	104.9957598	209.3991519	170.9096688	211.0901442	190.1743953	221.5916182	190.2271237	246.5723522	176.8748618	181.0258935	227.3038252	158.0446597	252.0694424	300	160.7450509	300	168.7753853	300	212.6810044	257.118168	187.515598	126.8920455
GO:0034654	nucleobase-containing compound biosynthetic process	146.8428792	126.2419784	149.6708159	151.2033133	262.8116601	227.625028	101.9775471	212.5770729	169.0498263	211.9499247	191.9217431	221.1466896	192.8730433	247.153399	172.7955303	177.9982554	218.2432831	153.3488015	252.6979474	300	154.5985464	300	165.0371085	300	208.0771	251.92706	187.9470745	125.5231857
GO:0051171	regulation of nitrogen compound metabolic process	150.18893	120.2485739	145.3017843	142.273139	249.0230954	224.8113796	98.56596477	194.2073079	162.3092798	193.0433564	178.3347613	206.6990314	179.0233515	227.1712309	159.4418	164.5774296	205.5013221	141.8793279	229.2383856	300	140.0512136	300	149.3860555	286.6451384	187.8825733	236.5685803	171.1171183	115.5121725
GO:0010468	regulation of gene expression	144.3937032	115.8634578	142.7986505	139.9582708	261.4284242	238.2662715	98.10966428	188.3460478	161.0519372	189.114121	179.0233011	203.0937389	175.4353147	224.2568049	159.524504	164.6493479	205.3924701	141.6177413	232.2346407	300	142.8751479	300	149.5765624	284.7951071	193.6928407	231.7542908	171.751459	116.0725931
GO:0080090	regulation of primary metabolic process	150.1976594	120.5169353	142.3684418	143.516588	243.9172973	217.6825299	97.97829393	192.0006536	158.9218924	191.4273338	172.6421209	200.4358321	171.3217513	221.2815565	160.601031	164.005942	206.7732138	141.1279152	227.1104791	300	140.1567376	300	150.4763186	284.1716905	188.2481376	232.038463	168.2657251	113.9398203
GO:0018130	heterocycle biosynthetic process	125.7361029	109.6161925	128.7530707	132.5781937	223.3927482	194.3092526	91.40704197	181.4373372	152.9940242	195.2510869	170.5864895	197.8400702	170.8034501	221.0301487	158.0871907	154.983004	202.2513213	137.3717899	226.2913984	300	138.5970614	300	145.1882451	268.7067146	187.8222287	222.5451938	170.6491806	110.9327269
GO:0019438	aromatic compound biosynthetic process	119.0129213	102.693929	117.4033768	120.4135499	202.8212472	183.4657392	87.71891094	174.1439948	146.3903607	187.9174711	159.3470959	186.4960785	159.1330799	212.5538981	155.0809891	144.4785799	198.4523883	134.4210643	221.0543302	300	135.9952627	300	139.5224795	256.350225	180.9597465	217.680023	164.2492747	107.0581224
GO:0031323	regulation of cellular metabolic process	133.9496542	106.6307254	123.8536269	124.0201439	206.6079181	186.4521858	82.34151095	167.0399757	142.4549596	169.4075631	155.4772188	182.9191687	156.9380753	200.5191816	136.9166641	141.4538769	189.9822479	125.6896419	201.0705543	300	126.0443727	300	130.3930664	246.810023	165.3737428	208.4964731	149.6301263	101.410792
GO:0060255	regulation of macromolecule metabolic process	128.9111973	101.7333839	124.292088	122.3164268	232.6148121	203.9559614	83.65760512	162.9399678	142.9874619	162.6791558	154.5941989	176.2752669	152.3775515	189.7879589	136.5559187	141.1915415	179.79195	123.3894435	201.2805341	300	123.5503454	300	129.9883167	246.1172207	162.8140343	198.8847289	147.8849901	98.21112236
GO:1901362	organic cyclic compound biosynthetic process	111.9396343	96.95223033	114.1735064	113.0437179	185.3296684	165.3935975	82.32885632	164.1760242	139.6744781	178.6817152	150.4376942	177.25082	149.5620236	199.7918069	147.2069911	135.8773616	191.4440678	125.6036038	209.1369105	300	128.543423	300	130.9902141	244.7901709	172.2366198	204.9006639	156.1896843	101.1007961
GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	56.10802603	54.00774145	49.46584768	46.13915353	50.55799607	56.80337547	35.87939322	87.69035785	52.68568223	69.81372197	58.79826823	62.89237607	52.98506518	73.81586723	61.36014961	59.84564002	62.1758016	48.05807379	83.02415132	112.6261215	50.99272126	115.535485	55.13885486	91.74578242	61.57666714	83.25016188	51.92568966	41.6133209
GO:0003676	nucleic acid binding	54.74260069	45.60790376	49.73484317	63.74842488	134.5112817	113.5806214	45.77083621	109.7973248	100.2549102	114.4100755	103.598816	118.9658354	106.6926806	121.9911575	94.06324969	96.98253854	92.82258228	83.63363418	138.5368569	231.6614819	85.15799306	300	88.75482373	155.3306518	112.8461138	135.8701995	98.67493564	56.31491185
GO:0004842	ubiquitin-protein transferase activity	47.75809039	52.77437979	67.04613116	32.68454167	46.68223267	80.08888059	44.101984	79.73312581	52.56894087	56.6599098	55.89920437	50.25732698	56.53275923	54.73853392	49.00370841	53.31545877	79.32081578	63.91349346	70.94205292	89.971714	46.93495834	115.0583161	65.32630263	89.87209313	32.81517425	109.6666687	55.61683599	41.89492482
GO:0005634	nucleus	46.30107561	39.507896	49.01781972	51.70263165	100.1663084	87.06345238	32.70639285	65.91322043	55.30406103	63.12068725	60.03853422	66.48346116	60.11670264	61.53351313	51.5701057	56.30432822	71.50861457	52.82134008	78.74822095	118.4618403	49.89457485	300	48.21766663	100.1220401	55.04230662	80.9830919	52.56591903	33.17739482
GO:0006139	nucleobase-containing compound metabolic process	46.70094397	46.98769976	56.62885035	54.81822422	119.0484757	100.1319315	44.38468969	101.6371992	84.91022794	112.4069027	101.9691951	119.0672342	103.326219	119.9205019	86.61580506	90.79407817	126.8067142	78.44880646	140.993291	220.5943615	78.12555922	291.8807727	81.56457657	171.0204663	111.8189209	125.2510288	101.5260788	59.41284157
GO:0006725	cellular aromatic compound metabolic process	33.85792027	34.17331864	38.95012881	39.51257888	87.00523311	74.51119372	33.82092069	74.69674846	63.36172353	90.65243877	75.80892476	90.12220675	76.38580766	92.70679176	69.51900145	64.81887345	104.7306747	61.15452036	108.6845058	173.8858683	61.53639174	237.7241878	60.83179086	128.4366306	86.70613774	97.00696775	78.03190425	44.87061311
GO:0009059	macromolecule biosynthetic process	96.69792133	79.38341438	95.08530263	107.4420401	196.0449046	165.9267658	69.68376499	144.7344795	118.849523	148.8655397	132.7603472	154.985545	134.1654814	156.7859681	119.9245551	122.5891669	131.6540026	105.9599794	179.3343517	291.2727615	111.6054715	300	115.9803862	210.6492286	151.1920261	171.8670736	134.2074	87.22970638
GO:0009891	positive regulation of biosynthetic process	44.15938713	33.01805458	43.00465111	44.320533	63.69722683	85.97067568	35.78981074	63.05327474	42.81620888	66.85000718	46.16356837	52.73216358	47.51007078	60.15610135	51.89479369	53.30924536	54.72723011	45.43094665	65.67977503	108.6232693	43.33995222	108.9225818	55.07160085	91.86358266	75.37917686	73.55558064	45.96417389	31.50131042
GO:0010467	gene expression	71.01262743	57.49440923	72.12805264	74.62039107	164.84888	141.6187714	54.11420176	112.7970387	99.70056898	120.6616444	112.531699	128.6528794	110.5637004	131.9275075	97.84287744	101.1561444	108.1041914	87.65742867	149.0501599	244.5289799	86.90484169	300	92.11888968	169.3025046	123.6275956	141.8966561	109.6331691	65.77002713
GO:0010557	positive regulation of macromolecule biosynthetic process	42.7911934	37.83078365	48.31547517	48.14889996	75.52854084	93.59569689	39.02378641	68.23111593	46.04827622	70.86606652	52.76132442	58.54882626	52.72655857	66.95581712	53.52605879	56.24066588	53.08717607	46.14461979	67.51304743	110.4418039	45.68180181	111.3842621	56.224754	94.0538202	74.44703507	75.93201987	48.97185444	32.16456228
GO:0016567	protein ubiquitination	45.79625012	39.55944539	77.4204351	45.69536041	56.12987415	77.92365371	35.76986428	74.10372028	48.50918036	48.7036062	60.4312762	57.11984936	64.22173387	73.16626295	42.17617307	43.75628278	73.75176484	51.19336307	67.08635765	93.56023549	40.12347386	102.0002489	51.09807319	84.55562279	35.97447446	95.22343943	52.67906551	40.65247034
GO:0019222	regulation of metabolic process	106.5838302	85.55423299	99.49335828	103.1028962	182.0599616	162.2714237	67.01006586	131.3665517	117.7851248	134.4918843	127.186086	143.7715193	125.3666084	160.4177489	115.6682533	117.0924845	159.9539785	105.5573456	167.998804	278.453873	108.130377	300	105.2517162	199.7105417	133.9044764	171.6642484	122.5357384	79.06790379
GO:0019787	ubiquitin-like protein transferase activity	46.62005697	51.23454051	65.03120305	31.64455938	45.61310548	78.63234806	42.89310937	78.47890354	51.04688826	55.02948241	54.05372616	48.5040002	54.69580072	52.92170207	47.69946988	51.76602893	77.88629429	62.39776059	68.56659225	87.90870671	45.41974976	108.1365162	63.31894954	87.00361856	31.98275186	107.0135422	53.36663691	40.8392552
GO:0031328	positive regulation of cellular biosynthetic process	42.6897769	35.13387085	45.25516563	40.80905375	61.99464284	84.25372877	34.37984312	62.32903963	40.45825509	63.41508827	45.93988477	51.28064803	46.96672749	59.01884455	49.27071978	50.49036428	52.42228332	43.32471111	62.22452462	102.9835453	41.42226899	101.4022832	53.08157359	87.74890706	72.4503358	69.5751031	44.85091124	31.25957953
GO:0032446	protein modification by small protein conjugation	43.46623132	38.99363888	74.64873519	43.53015963	54.79070021	76.17532685	34.94650508	71.61197659	46.60087348	47.1774681	58.19017045	54.87070393	62.04655454	70.57451994	40.49157931	42.21017399	71.76697046	49.75599288	64.75910658	91.4108203	38.72493127	97.46814913	50.95028226	82.15894114	34.47332655	92.32269109	50.2933733	39.52843563
GO:0034641	cellular nitrogen compound metabolic process	30.63432099	30.29653527	34.92189811	37.53492934	83.52389125	69.66531256	30.69592336	67.22140726	59.8116004	80.0418503	69.86892962	82.83166653	70.91305211	81.30236238	61.48588172	61.04750003	77.4750791	55.19846298	98.61168229	158.3801422	54.32781506	212.1842011	56.35998785	112.0965997	81.1914115	89.16071437	71.59297826	40.5973936
GO:0044249	cellular biosynthetic process	48.34540744	38.70389223	42.91323365	53.65176928	94.79092433	81.19958028	36.58778327	70.33905573	63.5372067	84.65828553	67.68796266	82.65809639	68.9535214	80.76739231	69.60874942	58.59789876	86.39381983	56.77374528	100.5267525	162.4060328	61.83942147	234	57.89955151	101.7854725	82.70938878	92.32177945	71.71055852	46.64069449
GO:0044271	cellular nitrogen compound biosynthetic process	96.86493895	79.25266047	93.37057377	103.3652458	190.6492674	164.0467635	72.06124585	147.2625649	121.9258551	155.7129153	137.2536416	160.5451017	137.8819869	170.0430136	126.6819228	125.856504	132.8819414	112.2241854	183.7070768	299.2774122	110.8164831	300	118.8217182	203.0759226	154.8001729	184.2613812	138.6854039	87.46781934
GO:0045893	positive regulation of transcription, DNA-templated	44.25918765	40.51708914	52.02549803	46.60336138	78.92238349	96.67158305	40.14537967	72.5927601	46.52510883	71.4905535	53.23034699	58.69332456	52.66633443	68.22856561	55.1407765	56.26544052	54.49772038	46.63697573	67.99417222	112.4848536	45.312452	111.2116885	57.79201065	98.33360657	76.37284629	74.42968672	50.09341247	33.647611
GO:0046483	heterocycle metabolic process	36.99195641	37.7706482	43.81316524	44.7011147	94.78847905	79.38229454	35.93118596	80.75701966	68.02170421	94.60728367	83.01110265	98.61469308	84.37191592	98.61284307	72.02205073	71.29205234	108.0403364	63.65365683	114.0287671	182.8745896	63.88524964	246.3614181	64.90622204	137.8534401	91.80678487	101.3687508	83.20534912	47.91525125
GO:0050789	regulation of biological process	52.59579475	47.40911424	51.20619562	49.1660991	82.50291154	70.71619375	34.20948727	60.07894151	58.09382374	66.38432381	62.67072136	71.78194962	62.5547437	80.21624153	57.48289992	54.82820721	84.16578259	51.14245556	78.14258547	130.1717956	48.76860914	253.7222621	50.26465744	94.89208062	60.95200302	82.3998186	59.27802315	39.67359238
GO:0050794	regulation of cellular process	68.10658233	57.88880324	66.50850601	62.91574971	94.09434556	85.54047075	43.33953574	76.82090039	74.60535431	85.81562641	76.62851292	91.24721301	79.47180716	101.136422	68.27312076	66.89349712	104.0687845	60.42236796	94.78980495	160.5801829	56.87121266	263.5340982	62.23494614	112.9010381	79.78162478	102.7493821	73.43786446	50.35503582
GO:0061630	ubiquitin protein ligase activity	47.08361619	50.97589151	57.53023731	37.67575059	45.71413823	89.69696548	41.52526724	75.69441639	54.81896081	57.45737343	42.20371278	38.34346119	49.60216935	50.41930998	48.89888831	51.86990651	73.46046407	58.77294107	67.93720998	84.19834918	45.33581964	111.7329634	52.83596616	92.14888995	33.71964655	101.3845882	54.4340528	37.85593639
GO:0061659	ubiquitin-like protein ligase activity	46.37240915	50.20205295	56.7839402	37.16036308	45.08317568	88.69509622	40.84469423	75.31149578	54.22059307	56.74349528	41.59385748	37.63882001	48.92677888	49.85217929	48.34113931	51.18236437	73.01498954	58.13593229	67.0961579	83.40707275	44.80135156	109.9402009	52.20446018	91.02567266	33.0088652	100.6124227	53.72069671	37.29764901
GO:0065007	biological regulation	42.95852059	39.79783965	43.92744577	41.1732884	68.7863927	59.81397963	27.94103542	48.96684416	47.75201198	55.51733727	53.38682799	60.21897821	51.72595378	67.03285177	48.06139539	45.77267091	72.72775436	42.62537794	65.90204355	110.756501	42.71146736	229.4017507	42.28111808	80.5662663	51.0140626	69.31361308	49.69522031	33.25179037
