# The GO term enrichments of genes in TD-derived families. The significance level is shown as negative log10(FDR). When the significance level is greater than 300, it is set as 300. The TD- and WGD-derived families are distinguished by blue and red backgrounds.

GO_ID	GO_name	Selaginella_moellendorffii	Adiantum_capillus-veneris	Ceratopteris_richardii	Cycas_panzhihuaensis	Torreya_grandis	Taxus_wallichiana	Amborella_trichopoda	Annona_cherimola	Dioscorea_zingiberensis	Elaeis_guineensis	Oryza_sativa	Setaria_italica	Sorghum_bicolor	Zea_mays	Nelumbo_nucifera	Vitis_vinifera	Arabidopsis_thaliana	Theobroma_cacao	Populus_trichocarpa	Glycine_max	Prunus_mume	Malus_domestica	Rhododendron_simsii	Helianthus_annuus	Daucus_carota	Coffea_arabica	Solanum_lycopersicum	Beta_vulgaris
GO:0030104	water homeostasis	0	0	0	0	3.297992818	0	0	5.582374651	0	14.26902623	19.24931053	22.16727942	10.71068198	9.116301	16.8658949	4.934094574	0	2.627881948	7.631487366	6.765551616	2.541362156	5.359899238	0	15.04481878	4.692866198	3.377776635	3.140213759	6.246454054
GO:1901617	organic hydroxy compound biosynthetic process	0	4.930757485	0	6.173727844	10.33837027	11.71800106	3.837836129	4.601127049	2.366646545	6.93981971	4.19273913	2.212812035	5.382443122	5.859306193	3.87224063	1.961034576	12.03494772	2.416447951	2.680517714	3.435321415	2.307360868	1.870262876	3.039910639	1.725690241	2.977283369	3.5599692	1.759400684	1.199407577
GO:0009682	induced systemic resistance	0	0	0	0	0	1.520415696	0	0	0	0	3.481865257	2.920998875	4.633446107	2.519022708	0	5.111458676	2.550568179	3.338436172	3.793271238	9.222926663	0	0	0	15.23736457	7.004349743	18.66029602	5.700317228	3.854184483
GO:0040011	locomotion	0	0	0	0	0	0	0	18.9614892	13.70603504	5.673994398	0	2.699292419	0	1.635373971	5.955277643	7.865352163	0	6.976053133	15.85771743	21.71830489	9.983108318	12.17361639	0	6.012456986	4.50793651	22.99669241	2.570045681	2.285031869
GO:0008300	isoprenoid catabolic process	13.4345648	3.735470589	2.719675073	2.957810783	1.337729931	3.860513043	2.583852825	3.496490816	4.2248325	6.181161708	3.911340121	4.216030832	4.326432398	8.282776863	5.895793835	3.420001206	7.248907506	2.864488195	5.832015604	20.36239761	3.566017291	7.324459573	5.733521929	7.075490271	10.87513695	5.575097606	5.982000062	3.122915407
GO:0006714	sesquiterpenoid metabolic process	27.40385522	4.082770701	1.925525262	7.936578551	8.873248052	17.14040503	1.891654381	0	0	0	0	0	0	1.527076989	2.745269492	0	2.345551688	0	0	6.94265164	1.821104331	2.13888847	2.531545162	0	1.724567476	1.897824061	0	0
GO:0019511	peptidyl-proline hydroxylation	8.664682028	5.966301984	7.926186937	5.335489839	3.063500391	3.26281889	3.707904614	2.761381689	5.688773754	8.573238091	5.812213203	4.705649846	6.444046797	7.259351608	7.447754636	3.385667403	9.2100248	4.252137193	5.923207306	12.02891012	3.534624896	6.177141275	4.179735125	4.871443721	5.162927849	4.563270913	5.407111544	4.091593578
GO:0018401	peptidyl-proline hydroxylation to 4-hydroxy-L-proline	8.664682028	5.966301984	7.926186937	5.335489839	3.063500391	3.26281889	3.707904614	2.761381689	5.688773754	8.573238091	5.812213203	4.705649846	6.444046797	7.259351608	7.447754636	3.385667403	9.2100248	4.252137193	5.923207306	12.02891012	3.534624896	6.177141275	4.179735125	4.871443721	5.162927849	4.563270913	5.407111544	4.091593578
GO:0072329	monocarboxylic acid catabolic process	32.80714175	5.901793576	2.896497971	4.405782195	7.860515749	9.359420289	1.404241737	3.547805547	1.865290747	3.388065446	2.15292433	2.783549642	3.342843002	4.2005761	3.363757801	1.45168035	2.646039541	2.027727519	6.985974553	10.60197768	4.833404472	7.576001917	2.475961508	7.125825856	5.842035597	6.327882113	4.674083668	5.234041925
GO:0010584	pollen exine formation	25.13456528	14.94288382	49.40399277	3.729876011	5.290816785	3.189771036	2.129523724	1.201744976	1.503682996	2.370964059	0	1.259598095	0	0	4.005577695	1.177327731	1.915132688	0	1.659643465	13.80899193	2.169642273	2.990979683	9.753909922	2.001961911	0	2.714634692	1.424631214	2.533936385
GO:0016849	phosphorus-oxygen lyase activity	0	0	3.456244941	0	1.428619858	0	0	7.971773382	10.44593068	5.342063236	17.53414193	20.89530355	16.2161567	11.16659143	4.143713037	5.404977265	0	3.96241564	8.090405478	4.16264377	5.074614783	6.845728919	4.845287483	4.892505599	0	8.899483516	2.065983536	2.926561846
GO:0004656	procollagen-proline 4-dioxygenase activity	8.285546928	5.733890589	7.665263133	5.166732001	2.932798079	3.106517474	3.582621201	2.659939386	5.397021405	8.337950886	5.438674788	4.429863615	6.078007767	6.998555682	7.297364511	3.217168718	9.080288966	4.076088827	5.756304145	11.67150198	3.489122599	6.091100173	3.951229866	4.796252768	5.073951909	4.050653082	5.258346263	4.044411618
GO:0031545	peptidyl-proline 4-dioxygenase activity	8.285546928	5.733890589	7.665263133	5.166732001	2.932798079	3.106517474	3.582621201	2.659939386	5.397021405	8.337950886	5.438674788	4.429863615	6.078007767	6.998555682	7.297364511	3.217168718	9.080288966	4.076088827	5.756304145	11.67150198	3.489122599	6.091100173	3.951229866	4.796252768	5.073951909	4.050653082	5.258346263	4.044411618
GO:0018126	protein hydroxylation	8.210521274	5.55184293	7.681858406	5.335489839	2.903763504	3.075198471	3.532924572	2.639967266	5.485187559	8.326684081	5.606892022	4.511139335	6.222174562	6.847470192	7.232718056	3.222096916	8.98648792	3.889522566	5.737504871	11.44429265	3.356361418	5.98984139	4.041278185	4.71951122	4.997024344	4.253167894	5.219366091	3.921441916
GO:0052544	defense response by callose deposition in cell wall	0	0	0	6.303829819	8.208562893	2.2499677	0	1.49218757	0	0	1.91338235	3.414226431	4.326432398	3.032418767	0	9.0695234	3.893784976	6.032228885	6.459277426	11.79230802	0	2.509726112	3.77079491	23.53357337	9.56295724	24.85157512	11.22564703	6.991834573
GO:0052482	defense response by cell wall thickening	0	0	0	6.303829819	8.208562893	2.2499677	0	1.49218757	0	0	1.91338235	3.414226431	4.326432398	3.032418767	0	9.0695234	3.776657203	6.032228885	6.459277426	11.79230802	0	2.509726112	3.77079491	23.53357337	9.56295724	24.85157512	11.22564703	6.991834573
GO:0019798	procollagen-proline dioxygenase activity	8.285546928	5.733890589	7.665263133	4.938295302	2.774808165	2.465263074	3.40872613	2.323931787	5.195584947	8.092466759	5.236285575	4.237907027	5.85866884	6.78736767	7.083054491	3.055533276	8.85720203	3.88934111	5.57171041	11.27789362	3.311370781	5.904326282	3.814455495	4.644856771	4.908615291	3.750448048	5.071587174	3.874639015
GO:0120025	plasma membrane bounded cell projection	0	0	1.230968827	0	0	0	0	17.54359508	11.39439114	3.976743834	0	1.797624056	0	1.583991739	4.907037603	4.885533015	0	4.750503796	12.90775562	19.72520195	8.562861082	12.09842598	0	4.822416314	4.618714055	15.98450561	2.101608703	2.679904203
GO:0050505	hydroquinone glucosyltransferase activity	8.045126244	0	0	12.11537608	9.578075409	16.76064651	6.515760497	4.13362963	5.474393192	0	5.007440452	4.527775106	7.513943564	4.244917566	0	4.044891569	0	3.509745677	3.419798385	19.25484294	3.519686258	3.832656226	6.412836066	7.060651046	4.874131763	2.710187616	0	4.904915955
GO:0031418	L-ascorbic acid binding	8.285546928	5.733890589	7.665263133	4.938295302	2.774808165	2.465263074	3.40872613	2.323931787	5.195584947	8.092466759	5.236285575	4.237907027	5.85866884	6.78736767	7.083054491	3.055533276	8.25347895	3.88934111	5.57171041	11.27789362	3.311370781	5.904326282	3.814455495	4.644856771	4.908615291	3.750448048	5.071587174	3.874639015
GO:0006520	cellular amino acid metabolic process	0	4.391675516	6.498179477	2.283743222	0	0	2.611263829	2.399723009	1.476714959	2.153606319	3.72194559	3.988551489	4.902677684	2.813788362	3.041200842	8.098050906	0	7.261983496	9.880583668	5.966259482	5.883585951	8.56060246	4.425223326	14.32697789	3.237483316	28.32654376	7.570962311	2.379726436
GO:0019758	glycosinolate biosynthetic process	0	0	0	0	0	0	0	7.431558215	5.886658159	0	0	0	1.963245469	0	0	7.354748013	4.453141514	7.951368924	4.416161021	8.917733264	1.99090449	1.723584157	0	12.29753897	6.895306439	17.29938114	6.751389192	5.52576446
GO:0019761	glucosinolate biosynthetic process	0	0	0	0	0	0	0	7.431558215	5.886658159	0	0	0	1.963245469	0	0	7.354748013	4.453141514	7.951368924	4.416161021	8.917733264	1.99090449	1.723584157	0	12.29753897	6.895306439	17.29938114	6.751389192	5.52576446
GO:0016144	S-glycoside biosynthetic process	0	0	0	0	0	0	0	7.431558215	5.886658159	0	0	0	1.963245469	0	0	7.354748013	4.453141514	7.951368924	4.416161021	8.917733264	1.99090449	1.723584157	0	12.29753897	6.895306439	17.29938114	6.751389192	5.52576446
GO:0046148	pigment biosynthetic process	0	0	0	0	0	0	1.546514714	1.779419079	3.437912535	2.179563984	6.297550661	10.39055577	6.330377669	11.50083706	3.918498841	2.442307187	4.656163479	2.649243074	2.196734442	2.394525356	0	1.308168854	4.27202592	4.113960603	0	3.209995047	1.249249126	2.140334577
GO:0042440	pigment metabolic process	0	0	0	0	0	0	1.559280334	3.018582147	3.021897458	2.170658526	7.382343901	10.19540083	6.414561895	11.4870372	3.96874635	2.637032019	5.614296452	2.395708321	1.220265171	3.012089249	0	0	5.368491236	4.175613415	1.515584267	3.714049043	1.808936476	1.556144795
GO:0010252	auxin homeostasis	33.51995103	5.880315327	8.990760707	2.913614112	10.15897588	5.675939107	2.312851711	4.243454515	5.541635975	0	2.346300006	4.543720596	8.181515787	7.844565484	1.202976713	0	0	3.458155082	0	2.614081983	2.591380505	3.091004043	4.475039234	13.59151492	2.096825445	0	0	2.928779304
GO:0016638	oxidoreductase activity, acting on the CH-NH2 group of donors	0	0	0	11.50831922	18.40767191	6.013173481	0	5.645433426	2.715593146	7.38896449	4.608167624	8.169479253	3.469263668	12.74737959	3.287937007	1.252953183	7.365488748	2.9141143	2.603005496	10.55808356	1.951908852	2.118619009	2.816611018	4.520557901	2.981623137	9.158392442	3.780341884	4.817642638
GO:0010345	suberin biosynthetic process	12.51624262	6.455879116	5.008561091	17.38999693	14.10073138	29.57413968	1.624106392	5.003655174	1.693658794	5.255757978	1.520854805	1.562611357	1.846568775	6.081489785	2.965885836	0	0	0	2.660266725	4.817748167	0	3.414060114	5.498161113	0	3.459434655	4.765507279	0	2.484215411
GO:0042178	xenobiotic catabolic process	7.439451159	0	0	11.56140473	9.0060218	16.91931933	6.462618257	3.709075081	5.25748834	0	4.838762564	4.307169614	7.484594502	3.35307629	0	3.760549678	0	3.190687333	2.784029368	18.74085198	3.111976187	2.766797189	4.734860662	6.653997824	3.754506758	2.434511234	0	4.479691591
GO:0042343	indole glucosinolate metabolic process	0	0	0	0	0	0	0	3.915607207	0	0	0	0	0	0	0	3.934907006	3.560799388	4.310719623	4.221515615	4.84771862	0	0	0	13.78233155	8.187852382	13.90406691	5.564858017	7.836836803
GO:0006805	xenobiotic metabolic process	7.235680947	0	0	11.34314374	8.826031052	16.46926499	5.802714981	3.409398007	5.044687085	0	4.629449036	4.307169614	7.484594502	3.35307629	0	3.385667403	0	3.003946568	2.644046501	18.26066483	2.926218159	2.51673808	4.616285732	6.22119014	3.472619335	2.288055093	0	4.276788412
GO:0071466	cellular response to xenobiotic stimulus	7.235680947	0	0	11.34314374	8.826031052	16.46926499	5.802714981	3.409398007	5.044687085	0	4.629449036	4.307169614	7.484594502	3.35307629	0	3.385667403	0	3.003946568	2.644046501	18.26066483	2.926218159	2.51673808	4.616285732	6.22119014	3.472619335	2.288055093	0	4.276788412
GO:0046777	protein autophosphorylation	4.127645632	14.6973164	23.04522978	5.22254192	8.857417887	6.254876274	4.616917705	3.799339747	1.741051459	2.106637997	1.819803962	3.00137515	1.48256391	1.607996345	3.348482216	2.624986298	3.309367866	2.254933171	2.680195081	4.359127627	0	1.827869169	7.736510895	3.224229408	3.32635274	4.208415577	3.117991786	5.914038503
GO:0033836	flavonol 7-O-beta-glucosyltransferase activity	0	0	0	0	4.161617533	4.782726534	0	4.417971121	0	3.91640741	7.558572958	7.721488292	7.167983299	7.728060714	5.009507416	4.64696217	5.587125421	7.178010139	8.509702032	7.063698697	3.519686258	4.051999661	4.999225667	9.400068606	7.077987041	10.3046027	0	4.155704957
GO:0019752	carboxylic acid metabolic process	11.94302965	9.325007107	6.513157347	6.16511831	1.54832562	6.800760442	3.462859185	1.735103649	0	2.78034266	1.873013992	2.522696405	3.151624386	4.667665632	2.602397236	5.401709745	2.851700128	1.859349813	6.805891113	2.489742724	3.323927541	3.892232731	3.133475926	4.105025103	1.769799163	18.2007768	5.296291771	3.472555146
GO:0052542	defense response by callose deposition	0	0	0	5.523998136	6.777332485	1.533878836	0	0	0	0	1.217218187	2.556387835	3.261537355	2.236100444	0	7.066746901	5.025947508	5.459495033	4.828975324	9.177460565	1.426648804	2.418877899	2.62569986	20.91216395	7.863864278	21.92553626	9.570053117	5.92945154
GO:0000137	Golgi cis cisterna	2.976501625	2.887570656	5.985230685	4.392692921	0	0	4.180061104	2.226993766	4.634238479	4.19814079	7.172714011	8.748588406	11.48568524	8.596099007	4.148970942	1.230662334	2.722225963	1.641547632	0	3.414506859	5.51500901	5.619034432	1.571575104	9.625079926	4.689419557	8.694973441	6.772187128	3.036473298
GO:0031543	peptidyl-proline dioxygenase activity	7.834625128	4.967627539	7.42205101	4.938295302	2.048407957	2.11472921	2.849019168	1.893105774	4.356312575	7.240866608	3.971791524	3.08359661	4.637896381	5.208619759	6.508699951	2.030622304	8.64574839	2.686290645	4.513848885	10.07093906	2.611593523	4.242772401	3.040426734	3.56335676	4.207868943	3.235873565	4.293705961	3.572239659
GO:0010150	leaf senescence	5.973769284	0	0	0	0	0	0	0	0	0	6.087224886	6.63994082	3.756640106	4.89037708	0	5.481356142	0	4.59427058	4.781685455	5.774164272	0	2.223334607	0	4.164206641	1.222148853	2.000738979	3.082439342	4.75084481
GO:0052543	callose deposition in cell wall	0	0	0	5.705304996	6.134661266	1.767353744	0	0	0	0	1.408686098	2.628593489	3.426116927	2.084844537	0	8.118731704	2.806939578	5.154058451	5.010610123	8.938457076	0	1.457539844	2.945059864	21.23406328	8.110978301	22.26316892	9.716346801	5.92945154
GO:0004016	adenylate cyclase activity	0	0	0	0	0	0	0	4.707390757	9.530668688	4.588010543	15.54378616	18.17892973	14.96406581	10.3946603	0	5.28657142	0	3.272326165	5.330924669	0	5.503742491	5.091419186	4.30180737	2.988368085	0	11.31962748	0	3.029144952
GO:0016053	organic acid biosynthetic process	1.787098967	1.993961315	0	5.079125087	0	6.340946963	0	0	0	4.269201604	0	0	0	1.323171668	3.942423654	4.573297955	2.570721091	4.203842582	7.501485978	8.285418079	5.17048775	8.005329872	3.373766187	9.725141449	6.536231975	22.9936595	10.29564244	5.515441229
GO:0043290	apocarotenoid catabolic process	19.2429073	6.201230066	4.750956364	0	5.683870778	7.767448478	0	5.448106419	0	0	0	0	0	5.485288036	5.877366798	3.346115024	4.784513048	0	5.736522454	13.91678461	3.558962722	7.306961009	5.468507267	6.485532645	6.439500927	5.44413172	0	0
GO:0046345	abscisic acid catabolic process	19.2429073	6.201230066	4.750956364	0	5.683870778	7.767448478	0	5.448106419	0	0	0	0	0	5.485288036	5.877366798	3.346115024	4.784513048	0	5.736522454	13.91678461	3.558962722	7.306961009	5.468507267	6.485532645	6.439500927	5.44413172	0	0
GO:0120256	olefinic compound catabolic process	19.2429073	6.201230066	4.750956364	0	5.683870778	7.767448478	0	5.448106419	0	0	0	0	0	5.485288036	5.877366798	3.346115024	4.784513048	0	5.736522454	13.91678461	3.558962722	7.306961009	5.468507267	6.485532645	6.439500927	5.44413172	0	0
GO:0016107	sesquiterpenoid catabolic process	19.2429073	6.201230066	4.750956364	0	5.683870778	7.767448478	0	5.448106419	0	0	0	0	0	5.485288036	5.877366798	3.346115024	4.784513048	0	5.736522454	13.91678461	3.558962722	7.306961009	5.468507267	6.485532645	6.439500927	5.44413172	0	0
GO:0044255	cellular lipid metabolic process	10.84728637	3.797175161	1.355862399	7.935559843	8.577649651	33.03929294	4.056648878	1.287994007	0	3.5372178	0	0	0	1.630594103	2.132301979	2.294134091	5.15784972	1.788340377	1.440534639	6.071371241	2.476314007	2.812998512	6.085388915	2.152619246	4.061282424	2.308977231	3.653267035	3.342038304
GO:0010208	pollen wall assembly	21.64017427	13.73851065	43.59774725	3.113539734	4.518305819	1.545544896	1.572168143	0	0	1.497450882	0	0	0	0	3.210582225	0	1.339476711	0	0	10.34426561	1.581230599	2.102327124	8.546462774	0	0	1.657919085	0	1.755210741
GO:0052386	cell wall thickening	0	0	0	5.705304996	6.134661266	1.725893325	0	0	0	0	1.308890314	2.556387835	3.342492337	2.037541749	0	7.835348714	2.611232227	4.937064624	4.655947312	8.491099979	0	1.357636946	2.747566251	20.59777243	7.628385372	21.5950684	9.288081605	5.704443986
GO:0044260	cellular macromolecule metabolic process	0	1.520302425	2.011654478	0	0	0	0	0	2.837108936	9.728102533	7.233366389	7.756735269	4.042260806	3.085765722	10.54081261	2.469954137	3.34138092	5.399852855	12.57822631	9.219196423	3.252334307	3.447347237	13.42291132	3.014645143	3.509300116	3.800868535	1.32039798	3.475807582
GO:0009410	response to xenobiotic stimulus	4.431562522	0	0	10.7329497	8.317708265	15.62948416	5.266980654	2.370760167	4.330653039	0	3.384832338	3.163623242	5.19517723	2.458442763	0	2.016321993	0	2.090559813	1.338243053	13.89707777	1.539198737	1.606203411	2.664255208	4.180873819	2.553439319	0	0	3.122915407
GO:0016054	organic acid catabolic process	19.7420912	2.96359834	0	2.672570781	2.509624745	3.616242682	0	1.315620145	1.449051729	3.185847385	1.957400566	3.394265904	5.363996047	5.397485057	1.745028432	1.286439356	3.499881138	0	4.910704172	11.98123692	2.917642261	5.359897341	3.297808304	9.114765121	6.717064994	7.026702179	5.109287086	2.191777101
GO:0043436	oxoacid metabolic process	11.93839039	6.966345844	5.119037647	5.972466611	0	4.439192731	4.142500596	3.806644602	2.363310207	2.250717823	1.199556715	1.678109587	2.513013247	3.925998437	2.269985817	5.587143436	5.668558204	2.183998269	3.979868625	2.617748435	2.456030077	3.275834929	1.919737945	6.89324091	1.448988261	13.28675689	4.246666534	4.381048625
GO:0120091	jasmonic acid hydrolase	37.32156628	7.861241073	9.302056562	9.354809602	5.996297711	5.003112626	0	0	3.581761544	4.661938055	0	0	0	4.49222347	0	0	0	0	4.310623226	7.063698697	0	3.591393112	0	5.088227614	4.129719034	0	4.01420074	0
GO:0010114	response to red light	2.606678616	0	0	0	0	0	0	0	3.770182767	1.626676634	1.196875188	0	0	0	2.861612043	6.615691081	1.62543316	2.818110736	3.027155408	4.546938229	0	0	1.618805556	6.547925483	6.650735058	7.569693597	5.698249366	4.058192169
GO:0010927	cellular component assembly involved in morphogenesis	21.05696573	13.25592629	40.79205651	2.827585519	4.069872115	1.404820755	1.462596573	0	0	1.402464012	0	0	0	0	3.045146518	0	1.252335297	0	0	9.68242158	1.453963397	1.799351351	8.350876804	0	0	1.45706921	0	1.637129708
GO:1901659	glycosyl compound biosynthetic process	0	0	0	0	0	0	0	5.709118729	4.877782783	0	0	0	1.45570061	0	0	6.296220929	3.774519295	6.870599073	3.396654238	6.863450017	1.426648804	0	0	10.78169473	5.678886621	15.10513937	5.608643657	4.607766815
GO:0009696	salicylic acid metabolic process	22.31425213	5.569744948	1.665438308	4.451110951	3.346213774	6.214387997	0	5.17535026	0	2.793783048	1.364782116	3.481261588	4.549835918	4.79958431	1.951237233	1.409556879	1.661028949	2.837760747	5.629702487	4.382403697	4.758149938	5.511507084	0	4.027625556	2.171309683	6.37602864	3.811793874	4.434394088
GO:0070301	cellular response to hydrogen peroxide	6.642173151	4.071211254	3.459051415	0	4.725436532	0	10.12936465	3.776940639	0	0	2.457929715	3.434167169	3.796757732	6.659438159	0	7.258803218	0	2.300511953	5.986328832	5.014294451	5.379699411	4.853497454	0	3.495365747	2.582214799	19.44440005	3.91276661	5.175127672
GO:0052640	salicylic acid glucosyltransferase (glucoside-forming) activity	0	0	0	0	0	0	0	11.90733182	0	0	5.007440452	9.110119247	5.960033103	9.325596581	5.770361697	4.180505013	0	7.178010139	5.347796982	4.120356918	0	4.793784113	0	17.8630891	0	10.06426919	7.575907198	6.131087589
GO:0090693	plant organ senescence	5.847726064	0	0	0	0	0	0	0	0	0	5.746457219	6.261439535	3.511226129	4.687386862	0	5.237368274	0	4.283053305	4.403266142	5.441799297	0	2.009791401	0	3.92944174	0	1.873153446	2.93519111	4.466997516
GO:0098581	detection of external biotic stimulus	0	0	0	13.54965763	10.10761451	9.773437314	8.077622631	0	6.974664064	4.005392633	8.534024361	3.916570605	4.323042065	0	0	5.01225905	5.175424219	3.13331769	0	0	2.608281878	5.807133141	4.98773034	7.654549226	0	6.571935375	3.129577937	0
GO:0009595	detection of biotic stimulus	0	0	0	13.54965763	10.10761451	9.773437314	8.077622631	0	6.974664064	4.005392633	8.534024361	3.916570605	4.323042065	0	0	5.01225905	5.175424219	3.13331769	0	0	2.608281878	5.807133141	4.98773034	7.654549226	0	6.571935375	3.129577937	0
GO:0010243	response to organonitrogen compound	0	0	0	1.318901649	2.700674824	11.45170483	1.246331656	0	1.880220519	5.905828163	15.12077058	10.40993332	8.616321148	10.08855977	1.466906988	1.31083692	2.304102145	0	0	1.668538778	0	5.1059562	4.344191818	1.908544556	2.67549315	3.70837144	0	0
GO:0010295	(+)-abscisic acid 8'-hydroxylase activity	18.41395533	5.967558162	4.604746815	0	5.459399102	7.390646159	0	5.295780023	0	0	0	0	0	5.308566972	5.009507416	3.437239722	0	0	4.95657121	12.11776225	3.519686258	6.548039095	5.480145609	6.406018939	6.347105393	4.950712756	0	0
GO:0098543	detection of other organism	0	0	0	14.48785303	12.29724529	9.689648116	8.777987066	0	7.441831515	4.362084518	8.400498482	4.307169614	4.753727552	0	0	5.851013959	0	3.190687333	0	0	0	3.40151034	6.28812618	9.039620967	0	7.324735159	0	0
GO:0016045	detection of bacterium	0	0	0	14.48785303	12.29724529	9.689648116	8.777987066	0	7.441831515	4.362084518	8.400498482	4.307169614	4.753727552	0	0	5.851013959	0	3.190687333	0	0	0	3.40151034	6.28812618	9.039620967	0	7.324735159	0	0
GO:0009975	cyclase activity	0	0	2.505574031	0	1.628948541	0	0	4.856669656	8.520913489	4.631779698	13.33264236	15.82733986	11.15691334	7.898073638	4.143713037	2.16208582	0	1.778038671	4.747292518	3.2532428	3.115888591	4.821736848	2.83182668	1.880743924	0	6.382595342	0	2.768449384
GO:0019898	extrinsic component of membrane	0	0	0	0	0	0	1.530799346	0	0	4.630085159	23.69892994	16.09311045	10.12247779	2.92633567	4.907037603	1.333897846	0	0	2.339138697	1.257669711	4.555408097	8.40580233	0	0	0	26.30336288	0	0
GO:0032989	cellular component morphogenesis	20.60756945	11.76839439	39.30751254	2.479419884	3.346213774	0	1.428136116	0	0	1.31420845	0	0	0	0	2.940846182	0	1.224842715	0	0	9.337828839	1.414070542	1.679434851	8.255490606	0	0	1.395402058	0	1.599873895
GO:1900366	negative regulation of defense response to insect	39.03294282	7.655166868	9.620729921	8.956469165	3.890459069	2.567176805	0	0	3.296981287	4.565662953	0	0	0	4.172027132	0	0	0	0	3.571111231	5.761563467	0	3.233423441	0	4.467450615	3.727239335	0	3.459355509	0
GO:0006690	icosanoid metabolic process	13.31704577	8.162675597	7.075311217	8.247611505	11.21070182	22.23217428	0	0	3.108978887	0	2.817295031	3.160265689	0	5.420350891	0	2.777841485	0	0	2.742471033	2.093434351	0	2.02833648	0	2.1531504	0	3.689525704	4.352469716	2.811466433
GO:0009850	auxin metabolic process	0	0	0	0	0	0	4.779738248	2.033859175	0	0	0	2.274555307	2.23988674	2.310292589	0	6.819112416	1.880688631	3.350110269	6.385173273	6.904454783	1.195456658	2.52021868	3.884369681	14.75083517	5.722346084	24.33780571	7.502879323	6.876558371
GO:0033612	receptor serine/threonine kinase binding	9.501482249	10.97244426	10.06711273	2.291557545	4.584397815	1.532138942	3.594584586	0	3.629597342	7.394022691	5.537877476	5.23498624	4.563374074	7.722371843	4.284731724	1.579269162	1.8214792	0	0	2.940101795	0	2.709787157	1.706944978	2.441820244	3.447527869	1.405964735	3.307839154	3.416303823
GO:0009684	indoleacetic acid biosynthetic process	0	0	0	0	1.706577201	0	0	0	0	0	0	3.455630391	3.565739344	2.384071194	0	5.551742116	0	4.886656614	5.841593507	10.57808037	0	2.018094972	1.942326037	18.93221781	8.514588665	22.36310342	8.306567411	5.009172328
GO:0080110	sporopollenin biosynthetic process	22.1208506	16.02907571	50.03968716	2.988064198	6.879266605	4.573609231	0	2.422135774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0050829	defense response to Gram-negative bacterium	0	0	0	0	0	2.040751631	2.217393671	31.55058234	3.43705624	0	9.250050801	9.193398568	2.156148329	7.498322703	0	2.02300865	0	2.027451734	1.460778965	2.646741258	0	1.971516074	0	7.805112287	0	10.64558703	5.209853707	3.473307277
GO:0102406	omega-hydroxypalmitate O-sinapoyl transferase activity	16.94438164	8.674845278	0	11.00136643	7.554559794	12.4706108	0	6.672057079	0	0	3.287982959	0	3.5048635	5.056142112	0	0	0	0	3.659082303	5.600692851	0	0	8.324500711	0	5.61279412	5.93796736	0	0
GO:0052317	camalexin metabolic process	0	0	2.482622168	0	0	0	0	0	0	0	1.543847667	2.345347868	3.77769174	1.845083179	0	2.096022201	3.665857979	0	1.288860369	10.27239639	0	6.63460133	1.877955582	9.617633157	0	8.100024939	2.231797897	0
GO:0010120	camalexin biosynthetic process	0	0	2.482622168	0	0	0	0	0	0	0	1.543847667	2.345347868	3.77769174	1.845083179	0	2.096022201	3.665857979	0	1.288860369	10.27239639	0	6.63460133	1.877955582	9.617633157	0	8.100024939	2.231797897	0
GO:0009718	anthocyanin-containing compound biosynthetic process	0	0	0	2.719006075	1.610272328	0	0	2.572569345	3.704107026	0	0	3.993949452	2.245612132	2.924029416	2.43959224	0	2.532457968	2.954866898	1.480301592	2.362853887	0	0	0	3.364599231	0	8.492177244	1.993463772	1.975777533
GO:2000068	regulation of defense response to insect	36.44177288	5.878812689	7.948973435	7.319241882	2.234310909	1.890137535	0	0	2.289286407	2.99492047	0	0	0	2.059676139	0	0	3.363382445	0	2.361064523	3.51466151	0	1.947902256	0	2.843172748	2.216926755	1.393553718	2.319402673	0
GO:0002213	defense response to insect	34.29140455	4.568974625	5.509862982	5.187408175	1.678945253	2.650850587	0	3.205697713	2.696096254	1.927640526	0	0	0	0	1.587565094	0	4.476935156	0	2.408804497	2.012955684	0	4.070483175	0	2.454902055	1.214624271	1.983270494	1.379980468	0
GO:0009416	response to light stimulus	10.53506256	1.671750114	3.285352035	6.363915083	5.958539253	0	1.291192703	5.03527081	2.397627103	2.155537698	2.434751278	3.562093546	3.478603198	5.64995278	1.195480726	10.36129842	3.490135267	1.742791554	0	0	0	1.881687774	2.202324074	4.59696982	2.290267066	11.88180007	3.604693524	3.370865523
GO:0102311	8-hydroxygeraniol dehydrogenase activity	0	0	6.275424439	8.226647464	11.28813474	10.92221774	0	6.672057079	0	0	6.135295061	0	0	0	0	8.195020318	0	0	3.659082303	4.863330828	0	7.218280113	0	6.406018939	7.077987041	7.893150198	6.870753392	0
GO:0044281	small molecule metabolic process	5.271379349	5.039297424	2.301580725	4.405111879	0	3.440121118	3.707163292	4.935003373	2.078015609	3.804868855	0	1.367576223	1.403882197	5.827583507	3.206022697	4.867055143	5.456740972	2.453869488	3.143782181	2.281613191	2.044906989	2.572944461	1.147135522	5.271706626	2.729722082	12.44775719	5.089500049	4.537184123
